"subjectid" "activitylabel" "atbodyaccmeanx" "atbodyaccmeany" "atbodyaccmeanz" "atgravityaccmeanx" "atgravityaccmeany" "atgravityaccmeanz" "atbodyaccjerkmeanx" "atbodyaccjerkmeany" "atbodyaccjerkmeanz" "atbodygyromeanx" "atbodygyromeany" "atbodygyromeanz" "atbodygyrojerkmeanx" "atbodygyrojerkmeany" "atbodygyrojerkmeanz" "atbodyaccmagmean" "atgravityaccmagmean" "atbodyaccjerkmagmean" "atbodygyromagmean" "atbodygyrojerkmagmean" "afbodyaccmeanx" "afbodyaccmeany" "afbodyaccmeanz" "afbodyaccmeanfreqx" "afbodyaccmeanfreqy" "afbodyaccmeanfreqz" "afbodyaccjerkmeanx" "afbodyaccjerkmeany" "afbodyaccjerkmeanz" "afbodyaccjerkmeanfreqx" "afbodyaccjerkmeanfreqy" "afbodyaccjerkmeanfreqz" "afbodygyromeanx" "afbodygyromeany" "afbodygyromeanz" "afbodygyromeanfreqx" "afbodygyromeanfreqy" "afbodygyromeanfreqz" "afbodyaccmagmean" "afbodyaccmagmeanfreq" "afbodybodyaccjerkmagmean" "afbodybodyaccjerkmagmeanfreq" "afbodybodygyromagmean" "afbodybodygyromagmeanfreq" "afbodybodygyrojerkmagmean" "afbodybodygyrojerkmagmeanfreq" "atbodyaccstdx" "atbodyaccstdy" "atbodyaccstdz" "atgravityaccstdx" "atgravityaccstdy" "atgravityaccstdz" "atbodyaccjerkstdx" "atbodyaccjerkstdy" "atbodyaccjerkstdz" "atbodygyrostdx" "atbodygyrostdy" "atbodygyrostdz" "atbodygyrojerkstdx" "atbodygyrojerkstdy" "atbodygyrojerkstdz" "atbodyaccmagstd" "atgravityaccmagstd" "atbodyaccjerkmagstd" "atbodygyromagstd" "atbodygyrojerkmagstd" "afbodyaccstdx" "afbodyaccstdy" "afbodyaccstdz" "afbodyaccjerkstdx" "afbodyaccjerkstdy" "afbodyaccjerkstdz" "afbodygyrostdx" "afbodygyrostdy" "afbodygyrostdz" "afbodyaccmagstd" "afbodybodyaccjerkmagstd" "afbodybodygyromagstd" "afbodybodygyrojerkmagstd"
"25" 5 "LAYING" 0.27833 -0.0183 -0.10793 -0.48347 0.95489 0.26364 0.08481 0.00747 -0.00304 -0.02189 -0.07987 0.15989 -0.10211 -0.04044 -0.07083 -0.96677 -0.96677 -0.98014 -0.94693 -0.98641 -0.96874 -0.96541 -0.977 -0.13563 0.46652 0.13231 -0.98268 -0.96532 -0.98325 0.23991 0.19567 0.09169 -0.97579 -0.97824 -0.9632 -0.02272 0.06812 0.04136 -0.96223 0.29203 -0.97735 0.197 -0.96825 0.10244 -0.98461 0.02473 -0.96593 -0.96929 -0.96856 -0.94569 -0.98596 -0.97707 -0.9833 -0.96456 -0.98541 -0.97949 -0.97742 -0.96058 -0.98342 -0.98375 -0.98967 -0.95861 -0.95861 -0.97747 -0.95828 -0.98377 -0.96495 -0.9729 -0.96588 -0.98562 -0.96624 -0.98613 -0.9807 -0.97725 -0.9633 -0.96252 -0.97638 -0.95926 -0.98343
"26" 5 "SITTING" 0.27369 -0.0099 -0.10854 0.88073 0.16844 0.143 0.07495 -0.00278 0.00338 -0.04223 -0.08354 0.08239 -0.08897 -0.04547 -0.04877 -0.93797 -0.93797 -0.96932 -0.9343 -0.97384 -0.97745 -0.92143 -0.94606 -0.02093 0.06845 0.04031 -0.97602 -0.95423 -0.9695 0.07573 -0.13186 -0.06449 -0.95711 -0.95546 -0.938 0.12589 -0.1877 0.09668 -0.93629 0.0586 -0.96444 0.24593 -0.94476 -0.00578 -0.97159 0.08129 -0.98094 -0.90433 -0.92609 -0.98313 -0.93994 -0.945 -0.9752 -0.95278 -0.97343 -0.96622 -0.95006 -0.94063 -0.96603 -0.97543 -0.96487 -0.92093 -0.92093 -0.96575 -0.93141 -0.97039 -0.98259 -0.90229 -0.92184 -0.97653 -0.95446 -0.97602 -0.96939 -0.94757 -0.94734 -0.92566 -0.96654 -0.93474 -0.97067
"27" 5 "STANDING" 0.28254 -0.007 -0.10217 0.96018 -0.03871 0.13863 0.07251 -0.00221 -0.01228 -0.03227 -0.05098 0.06909 -0.09222 -0.03991 -0.04222 -0.9061 -0.9061 -0.95686 -0.90067 -0.9584 -0.9645 -0.89079 -0.91508 -0.0164 -0.00894 -0.02828 -0.96305 -0.93137 -0.95843 0.15046 -0.14368 -0.03336 -0.90966 -0.93937 -0.90719 -0.17859 -0.16294 -0.10918 -0.90464 -0.01694 -0.94182 0.14097 -0.90454 -0.15776 -0.95228 -0.03931 -0.96859 -0.86943 -0.86932 -0.97408 -0.93197 -0.9146 -0.96264 -0.93121 -0.96383 -0.91039 -0.93373 -0.90747 -0.94193 -0.96117 -0.94475 -0.87977 -0.87977 -0.94296 -0.86704 -0.94797 -0.97066 -0.86793 -0.85823 -0.96577 -0.9362 -0.96807 -0.91278 -0.93185 -0.91678 -0.88674 -0.9436 -0.86891 -0.94619
"28" 5 "WALKING" 0.27784 -0.01728 -0.10774 0.97262 -0.10044 0.00247 0.08458 -0.01631 8e-05 -0.04889 -0.06901 0.08154 -0.08884 -0.04495 -0.04826 -0.15833 -0.15833 -0.28833 -0.35593 -0.44453 -0.28778 0.00946 -0.49025 -0.32238 -0.00204 0.02473 -0.34495 -0.18105 -0.59049 -0.35937 -0.53404 -0.34415 -0.37266 -0.51395 -0.21312 -0.04586 -0.01918 0.16745 -0.30499 0.14985 -0.26948 -0.00497 -0.48426 0.25062 -0.54805 0.05273 -0.29409 0.07674 -0.45702 -0.97934 -0.96158 -0.96458 -0.30289 -0.09103 -0.61289 -0.49087 -0.50462 -0.3187 -0.35768 -0.57143 -0.15768 -0.37717 -0.37717 -0.28224 -0.49217 -0.48919 -0.29751 0.0426 -0.48305 -0.32139 -0.05452 -0.63342 -0.52939 -0.50268 -0.42036 -0.51963 -0.30568 -0.58974 -0.45566
"29" 5 "WALKING_DOWNSTAIRS" 0.29354 -0.0085 -0.10031 0.95664 -0.06075 0.02167 0.10965 0.01376 0.02133 -0.06829 -0.07078 0.08065 -0.11014 -0.07082 -0.03996 0.21113 0.21113 -0.06375 -0.21802 -0.39719 0.09843 0.07922 -0.37474 -0.45352 0.03636 -0.00437 -0.0368 -0.0568 -0.49197 -0.35091 -0.47099 -0.30352 -0.29534 -0.38248 -0.03417 -0.00892 -0.00764 0.21155 0.15574 -0.0137 0.00918 0.11096 -0.34933 0.20463 -0.45369 0.07238 0.27504 0.09076 -0.32589 -0.95049 -0.91236 -0.92719 0.03224 0.04736 -0.52265 -0.46064 -0.40913 -0.22786 -0.4113 -0.51459 -0.03442 0.20542 0.20542 -0.02925 -0.36067 -0.4503 0.33655 0.02682 -0.35339 0.01105 0.09017 -0.55117 -0.51494 -0.43155 -0.3747 0.04285 -0.08973 -0.48414 -0.48712
"30" 5 "WALKING_UPSTAIRS" 0.26845 -0.03252 -0.10747 0.93682 -0.26594 -0.0232 0.07954 0.01401 -0.02559 0.03951 -0.11719 0.04244 -0.14302 -0.05598 -0.05348 0.04355 0.04355 -0.2474 -0.23551 -0.47348 -0.16148 0.07289 -0.45747 -0.4277 -0.12248 -0.13526 -0.28972 -0.19681 -0.60671 -0.39783 -0.577 -0.33964 -0.26361 -0.5166 -0.1398 -0.06158 -0.13806 0.06081 -0.16926 -0.02049 -0.26467 0.12451 -0.39256 -0.0234 -0.57134 0.00578 -0.04572 0.18502 -0.30893 -0.95357 -0.90051 -0.92141 -0.22389 -0.12502 -0.63836 -0.44334 -0.44034 -0.26545 -0.30524 -0.63182 -0.28215 -0.13673 -0.13673 -0.31018 -0.35468 -0.55798 -0.00473 0.16503 -0.28925 -0.22532 -0.10531 -0.66882 -0.50168 -0.40348 -0.38037 -0.25409 -0.37861 -0.44044 -0.57248
"31" 6 "LAYING" 0.24865 -0.01025 -0.13311 -0.4767 0.95659 0.17586 0.09634 -0.00114 0.00328 -0.00796 -0.10721 0.1791 -0.11126 -0.04241 -0.07177 -0.91887 -0.91887 -0.95475 -0.90898 -0.95564 -0.93911 -0.9237 -0.93804 -0.21972 0.34841 0.16145 -0.96707 -0.93604 -0.95442 0.01147 -0.0222 0.07846 -0.93543 -0.94177 -0.93263 0.10254 0.02365 0.04452 -0.91235 0.1446 -0.94865 0.18252 -0.93015 0.11931 -0.95369 0.16376 -0.93404 -0.92464 -0.92521 -0.88774 -0.95916 -0.92813 -0.96634 -0.93367 -0.95964 -0.95537 -0.94363 -0.93914 -0.93961 -0.95862 -0.95957 -0.89732 -0.89732 -0.95034 -0.92091 -0.95315 -0.93246 -0.92971 -0.924 -0.96861 -0.93571 -0.96356 -0.96216 -0.94536 -0.94713 -0.90537 -0.95155 -0.92869 -0.9555
"32" 6 "SITTING" 0.27677 -0.01459 -0.11012 0.93369 0.06826 0.06952 0.07547 0 0.00623 -0.03724 -0.0899 0.08543 -0.09366 -0.03339 -0.04655 -0.94954 -0.94954 -0.96273 -0.9327 -0.96292 -0.97535 -0.92826 -0.93579 0.00304 0.12338 0.08184 -0.97103 -0.94707 -0.95419 0.09994 -0.15093 -0.09134 -0.93967 -0.94385 -0.93476 0.1394 -0.12923 0.04381 -0.93575 0.1289 -0.94834 0.17184 -0.92972 0.04617 -0.95203 0.12184 -0.98016 -0.92368 -0.92579 -0.98887 -0.96087 -0.95547 -0.96992 -0.94514 -0.95857 -0.95736 -0.94413 -0.93968 -0.94371 -0.96178 -0.95878 -0.93157 -0.93157 -0.94818 -0.92125 -0.95015 -0.98245 -0.92567 -0.92576 -0.97148 -0.94688 -0.96163 -0.9634 -0.9449 -0.94732 -0.93954 -0.9473 -0.92954 -0.95119
"33" 6 "STANDING" 0.28034 -0.01812 -0.11217 0.94513 -0.23025 0.01391 0.07306 0.00871 -0.00481 -0.02825 -0.05898 0.07673 -0.10329 -0.04288 -0.05064 -0.94502 -0.94502 -0.9671 -0.9394 -0.9634 -0.9771 -0.93033 -0.94286 0.06645 -0.08663 0.02088 -0.97348 -0.9514 -0.96374 0.18655 -0.25101 -0.07153 -0.93161 -0.94327 -0.94323 -0.11471 -0.19597 -0.07787 -0.94594 0.03735 -0.95591 0.19094 -0.92666 -0.07011 -0.95542 0.02762 -0.98175 -0.92149 -0.92569 -0.98558 -0.96844 -0.94279 -0.97313 -0.94936 -0.96754 -0.94756 -0.94248 -0.94778 -0.94642 -0.96242 -0.96275 -0.93931 -0.93931 -0.95609 -0.91589 -0.95253 -0.98406 -0.92144 -0.92206 -0.97523 -0.95068 -0.96989 -0.95281 -0.94253 -0.95445 -0.94456 -0.95538 -0.9231 -0.95208
"34" 6 "WALKING" 0.28365 -0.01689 -0.1103 0.95806 -0.21469 0.03318 0.06995 -0.01648 -0.00738 -0.0255 -0.07444 0.08388 -0.08788 -0.03623 -0.05395 -0.16684 -0.16684 -0.19511 -0.2812 -0.32129 -0.18793 0.14078 -0.49852 -0.19684 0.02207 0.1851 -0.15094 -0.07537 -0.54143 -0.17829 -0.4663 -0.10412 -0.23965 -0.34137 -0.20357 0.09124 0.04162 0.30287 -0.20138 0.20009 -0.0554 -0.00922 -0.32968 0.2931 -0.3665 0.10092 -0.29653 0.16421 -0.50432 -0.97777 -0.96424 -0.9572 -0.13278 0.00808 -0.57577 -0.44602 -0.3317 -0.38313 -0.1826 -0.41639 -0.16668 -0.26673 -0.26673 -0.0706 -0.3656 -0.3647 -0.34522 0.10169 -0.55047 -0.19269 0.03144 -0.60862 -0.51532 -0.332 -0.5122 -0.42168 -0.09649 -0.51064 -0.40807
"35" 6 "WALKING_DOWNSTAIRS" 0.27704 -0.01953 -0.1072 0.92853 -0.21404 -0.00307 0.10368 0.00987 -0.00932 -0.09608 -0.03417 0.087 -0.02564 -0.0768 -0.03722 0.33375 0.33375 0.10384 0.01426 -0.08293 0.3283 0.33977 -0.2776 -0.41164 0.02191 0.30625 0.13655 0.1372 -0.28308 -0.31575 -0.48434 -0.03482 0.06337 -0.13032 0.15284 0.0015 0.15112 0.30296 0.39595 0.10647 0.24383 -0.0016 -0.01437 0.23069 -0.1327 0.03694 0.38368 0.36016 -0.3202 -0.9544 -0.93357 -0.93437 0.16527 0.27654 -0.33681 -0.1983 -0.18922 -0.09407 0.03933 -0.1935 0.1932 0.37361 0.37361 0.2095 -0.04262 -0.11122 0.40336 0.28324 -0.40601 0.08865 0.34124 -0.38905 -0.28672 -0.23547 -0.27566 0.14462 0.1548 -0.24235 -0.14573
"36" 6 "WALKING_UPSTAIRS" 0.26822 -0.02724 -0.12208 0.91363 -0.34073 -0.01846 0.0721 0.00371 -0.00237 -0.07674 -0.05189 0.06642 -0.0652 -0.04577 -0.05768 0.01777 0.01777 -0.20737 -0.12912 -0.34289 -0.13107 0.0978 -0.42724 -0.44512 -0.09488 -0.06678 -0.24481 -0.12299 -0.54931 -0.44195 -0.50117 -0.40168 -0.11506 -0.32965 -0.04641 -0.05591 -0.12947 0.01029 -0.08194 -0.01401 -0.16986 -0.06123 -0.23062 0.01448 -0.45923 0.0285 -0.05013 0.18927 -0.35351 -0.95939 -0.9129 -0.90619 -0.1803 -0.04139 -0.56083 -0.32197 -0.31579 -0.1839 -0.18676 -0.48649 -0.17081 -0.07915 -0.07915 -0.16997 -0.19989 -0.44007 -0.02113 0.15912 -0.36587 -0.18681 -0.01698 -0.57167 -0.39024 -0.31361 -0.30999 -0.22216 -0.17773 -0.31817 -0.45593
"37" 7 "LAYING" 0.25017 -0.02044 -0.10136 -0.50281 0.39344 0.90753 0.09689 0.02506 -0.01316 -0.00282 -0.1336 0.15592 -0.10594 -0.03588 -0.06719 -0.93639 -0.93639 -0.98012 -0.91579 -0.983 -0.95342 -0.94219 -0.95861 -0.63591 -0.04382 0.23711 -0.98039 -0.97253 -0.96952 0.02071 -0.04513 0.09456 -0.95368 -0.95757 -0.9569 -0.13974 -0.45372 0.01446 -0.92797 -0.12909 -0.96806 0.2176 -0.94113 -0.26578 -0.97411 0.10442 -0.93651 -0.92626 -0.95297 -0.91422 -0.95554 -0.9619 -0.98097 -0.97309 -0.97298 -0.96012 -0.94507 -0.95529 -0.97383 -0.97648 -0.98887 -0.90703 -0.90703 -0.96731 -0.91866 -0.9712 -0.93112 -0.92291 -0.95338 -0.98356 -0.97588 -0.97507 -0.96234 -0.93972 -0.95887 -0.91054 -0.96535 -0.91889 -0.9694
"38" 7 "SITTING" 0.28467 -0.01461 -0.12246 0.96914 0.00608 0.06496 0.06685 0.01168 0.0162 -0.04963 -0.03361 0.02594 -0.09381 -0.03964 -0.04545 -0.91843 -0.91843 -0.97655 -0.89787 -0.98166 -0.97269 -0.93149 -0.90467 -0.03343 0.01471 -0.10176 -0.98203 -0.96942 -0.9685 0.18013 -0.0815 -0.08575 -0.94363 -0.95667 -0.94741 -0.07163 -0.30876 -0.01877 -0.90895 -0.01123 -0.97095 0.18122 -0.93308 -0.14283 -0.97863 0.05536 -0.97266 -0.90945 -0.85653 -0.95708 -0.94543 -0.8686 -0.98215 -0.96945 -0.97225 -0.94187 -0.94412 -0.93702 -0.97436 -0.98102 -0.98095 -0.88195 -0.88195 -0.97024 -0.89806 -0.97621 -0.97287 -0.90462 -0.84408 -0.98402 -0.97181 -0.97469 -0.94272 -0.93824 -0.93982 -0.88691 -0.96849 -0.8958 -0.97496
"39" 7 "STANDING" 0.28272 -0.01457 -0.09977 0.95872 -0.1176 -0.05165 0.07519 0.00694 -0.01084 -0.02915 -0.07743 0.0851 -0.09015 -0.04127 -0.05453 -0.94272 -0.94272 -0.97338 -0.94342 -0.97737 -0.97668 -0.94188 -0.93855 -0.0797 -0.15973 0.00098 -0.97632 -0.96716 -0.96822 0.09877 -0.18847 -0.08916 -0.93812 -0.95754 -0.95716 -0.18805 -0.29844 -0.18811 -0.94561 -0.02884 -0.96741 0.25675 -0.9387 -0.18718 -0.97367 0.09547 -0.9793 -0.9234 -0.91706 -0.98791 -0.96616 -0.93916 -0.9764 -0.96581 -0.97206 -0.94524 -0.94964 -0.95163 -0.96598 -0.97683 -0.97816 -0.93359 -0.93359 -0.96856 -0.91843 -0.9721 -0.98054 -0.91911 -0.91235 -0.97872 -0.96685 -0.97453 -0.94789 -0.94581 -0.95433 -0.93728 -0.96909 -0.91984 -0.97189
"40" 7 "WALKING" 0.27559 -0.01865 -0.11091 0.93256 -0.15909 -0.16084 0.09014 0.01843 -0.02103 0.00228 -0.08371 0.06411 -0.12365 -0.04477 -0.04957 -0.0978 -0.0978 -0.19294 -0.30595 -0.30002 -0.34304 -0.06415 0.03858 -0.31372 0.16043 0.12463 -0.38371 -0.12319 -0.10649 -0.28458 -0.28701 -0.24483 -0.31839 -0.15196 -0.36673 0.11191 0.27314 0.01435 -0.15124 0.17299 -0.03841 -0.01274 -0.1929 0.30031 -0.15533 0.00088 -0.32724 -0.07726 0.15963 -0.97985 -0.9694 -0.95215 -0.34602 -0.05474 -0.14948 -0.50331 -0.23109 -0.39601 -0.21166 -0.17413 -0.4583 -0.19855 -0.19855 -0.02755 -0.19828 -0.09534 -0.32203 -0.14372 0.13331 -0.36531 -0.04319 -0.19075 -0.56361 -0.29085 -0.46327 -0.3517 -0.02213 -0.34389 -0.08416
"41" 7 "WALKING_DOWNSTAIRS" 0.2803 -0.01663 -0.09693 0.93062 -0.12987 -0.15493 0.09689 -0.0191 -0.01603 -0.1054 -0.04971 0.11689 -0.05972 -0.03819 -0.07894 0.01987 0.01987 -0.17031 -0.18874 -0.39922 0.04434 -0.1453 -0.13921 -0.36565 -0.03147 0.08244 -0.03052 -0.31623 -0.29649 -0.33362 -0.41419 -0.38202 -0.3393 -0.21444 -0.2996 -0.21986 0.20056 0.00763 0.21891 0.0038 0.06738 -0.03738 -0.25504 0.2352 -0.28909 0.08194 0.06608 -0.13817 -0.06364 -0.96487 -0.95267 -0.92875 0.0285 -0.29627 -0.3471 -0.40774 -0.29262 -0.40105 -0.51073 -0.29952 -0.4252 0.21454 0.21454 0.09018 -0.25975 -0.29477 0.07301 -0.19018 -0.10012 -0.00426 -0.32437 -0.39777 -0.43273 -0.35171 -0.49512 0.02144 0.10785 -0.3969 -0.35354
"42" 7 "WALKING_UPSTAIRS" 0.2487 -0.02756 -0.14376 0.81874 -0.24095 -0.40359 0.07246 -0.00081 -7e-05 -0.13877 -0.00247 0.13921 -0.08566 -0.04822 -0.07245 -0.19807 -0.19807 -0.45869 -0.23909 -0.66196 -0.33619 -0.38159 -0.31746 -0.43268 -0.13507 -0.27373 -0.45464 -0.53707 -0.58176 -0.39118 -0.42531 -0.62755 -0.38388 -0.56792 -0.40815 -0.32934 -0.05411 -0.3461 -0.37861 -0.08922 -0.45478 0.04586 -0.53398 -0.1652 -0.67332 0.04733 -0.29487 -0.32616 -0.14566 -0.93282 -0.93977 -0.88167 -0.41515 -0.51989 -0.6078 -0.36385 -0.57299 -0.34898 -0.61681 -0.67124 -0.68218 -0.33474 -0.33474 -0.47126 -0.41814 -0.67642 -0.27987 -0.34102 -0.12491 -0.42697 -0.53419 -0.63191 -0.36863 -0.57996 -0.39306 -0.4153 -0.49744 -0.44499 -0.70409
"43" 8 "LAYING" 0.26125 -0.02122 -0.10224 -0.40593 0.58992 0.71983 0.08783 0.02332 -0.01692 0.00535 -0.08913 0.13818 -0.10644 -0.03897 -0.06941 -0.9353 -0.9353 -0.97314 -0.92425 -0.97843 -0.95353 -0.95181 -0.94426 -0.30724 0.00539 0.19243 -0.97311 -0.97587 -0.96211 0.16498 0.00667 0.12024 -0.9579 -0.95741 -0.96746 -0.10559 -0.19988 0.21356 -0.93227 0.04849 -0.96179 0.35082 -0.94452 -0.06205 -0.9684 0.21937 -0.94304 -0.93489 -0.93249 -0.91887 -0.95799 -0.94183 -0.97325 -0.97652 -0.96608 -0.9652 -0.95203 -0.96758 -0.96992 -0.97418 -0.9876 -0.91325 -0.91325 -0.96295 -0.93247 -0.96902 -0.94012 -0.93123 -0.93114 -0.97595 -0.97917 -0.96869 -0.96784 -0.95031 -0.97067 -0.91725 -0.96379 -0.93678 -0.97179
"44" 8 "SITTING" 0.26749 -0.00672 -0.10446 0.83245 0.24009 0.26389 0.07867 -0.00657 -0.01068 -0.05473 -0.0955 0.0716 -0.09231 -0.04026 -0.04457 -0.95213 -0.95213 -0.98606 -0.93268 -0.9918 -0.98114 -0.94421 -0.95943 -0.16418 0.10727 0.06004 -0.98497 -0.98022 -0.98299 0.22782 0.05271 0.00883 -0.9822 -0.97658 -0.96179 0.11674 -0.26113 -0.04301 -0.94798 0.12154 -0.98093 0.30678 -0.9658 -0.14112 -0.98773 0.16663 -0.97902 -0.92733 -0.93955 -0.96675 -0.93746 -0.93547 -0.98518 -0.98078 -0.98528 -0.98452 -0.9715 -0.95962 -0.99326 -0.98887 -0.98524 -0.92994 -0.92994 -0.98066 -0.953 -0.98675 -0.97825 -0.92382 -0.93388 -0.98691 -0.98303 -0.98618 -0.98533 -0.96892 -0.96263 -0.93172 -0.97932 -0.95325 -0.98614
"45" 8 "STANDING" 0.27962 -0.01481 -0.10611 0.95766 -0.09046 -0.09793 0.07537 0.00814 0.00322 -0.02196 -0.02801 0.06368 -0.09775 -0.04851 -0.04784 -0.95376 -0.95376 -0.98492 -0.95284 -0.98758 -0.98821 -0.95004 -0.95036 0.02311 0.07718 0.12118 -0.98902 -0.97617 -0.97947 0.26729 -0.05981 0.06928 -0.96967 -0.97259 -0.97551 -0.15424 -0.19739 0.0222 -0.95374 0.11064 -0.97974 0.30806 -0.96456 -0.10878 -0.9837 0.17917 -0.98881 -0.93847 -0.92606 -0.98769 -0.9589 -0.91829 -0.98919 -0.97644 -0.98261 -0.97299 -0.96942 -0.97411 -0.98157 -0.9855 -0.98927 -0.93718 -0.93718 -0.97993 -0.95322 -0.98246 -0.98918 -0.93623 -0.91974 -0.99041 -0.97858 -0.98446 -0.9742 -0.96805 -0.97597 -0.93862 -0.97913 -0.95411 -0.98183
"46" 8 "WALKING" 0.27468 -0.01866 -0.10725 0.91358 -0.2171 -0.18626 0.07033 -0.00603 -0.00067 0.0235 -0.09579 0.05096 -0.13588 -0.03148 -0.05226 0.05167 0.05167 -0.06683 -0.0031 -0.33912 -0.24738 0.31698 -0.23863 -0.38089 0.00356 0.11194 -0.31119 0.07968 -0.36156 -0.34589 -0.41927 -0.24748 -0.10206 -0.25972 -0.1329 -0.17603 -0.10288 -0.2188 -0.09521 0.20408 -0.12383 0.17618 -0.30124 0.089 -0.47302 0.29459 -0.1736 0.38078 -0.14208 -0.97475 -0.95678 -0.95664 -0.25868 0.23398 -0.3832 -0.1992 -0.21199 -0.07544 -0.24608 -0.42805 -0.38844 -0.1804 -0.1804 -0.18457 -0.23874 -0.50295 -0.14838 0.32484 -0.15843 -0.27144 0.31588 -0.40448 -0.23425 -0.1908 -0.14297 -0.36081 -0.27643 -0.32745 -0.58124
"47" 8 "WALKING_DOWNSTAIRS" 0.28348 -0.0211 -0.10759 0.91402 -0.18761 -0.14181 0.11893 -0.03801 -0.03943 -0.12118 -0.05007 0.11414 -0.03492 -0.05349 -0.08679 0.17659 0.17659 0.26262 0.09934 -0.12618 0.13659 0.38841 0.15958 -0.20075 0.05115 0.22307 0.21484 0.22063 0.0586 -0.17099 -0.33765 -0.18039 -0.13074 0.11609 0.02774 -0.17717 0.07167 -0.00513 0.30162 0.22914 0.33152 0.18142 -0.00036 0.26767 -0.12517 0.24284 0.02413 0.34382 0.13371 -0.94576 -0.94158 -0.89719 0.25014 0.28814 -0.01351 -0.25843 0.02431 -0.12956 -0.26788 -0.07045 -0.1896 0.13133 0.13133 0.2534 -0.04662 -0.15748 -0.02604 0.23218 0.02149 0.17265 0.27394 -0.08466 -0.30273 -0.04613 -0.26825 -0.15614 0.13473 -0.25559 -0.26298
"48" 8 "WALKING_UPSTAIRS" 0.25888 -0.02824 -0.11512 0.86036 -0.29134 -0.1923 0.08138 0.01412 -0.06745 0.1927 -0.2042 -0.07245 -0.15544 -0.02791 -0.0534 0.12102 0.12102 -0.14149 0.16644 -0.40066 -0.16641 0.26343 -0.07294 -0.29011 -0.10025 -0.19185 -0.20027 -0.02579 -0.38665 -0.11598 -0.34402 -0.36878 -0.24026 -0.11316 0.16597 -0.22104 -0.1844 -0.29623 -0.13026 0.20707 -0.13185 0.27454 -0.22961 -0.12811 -0.46327 0.25166 -0.17171 0.34876 0.12118 -0.92667 -0.93103 -0.87616 -0.18661 -0.01235 -0.44751 -0.36742 -0.06669 0.33752 -0.40507 -0.42467 -0.43036 -0.2272 -0.2272 -0.22829 -0.10932 -0.49397 -0.17528 0.3054 0.13376 -0.24733 -0.07008 -0.50824 -0.40995 -0.04788 0.2632 -0.40928 -0.37926 -0.18332 -0.57573
"49" 9 "LAYING" 0.25919 -0.02052 -0.10754 -0.58025 -0.11915 0.95787 0.08807 0.01156 -0.00705 -0.01363 -0.1589 0.10127 -0.10384 -0.02755 -0.05694 -0.93086 -0.93086 -0.96337 -0.90712 -0.96452 -0.94686 -0.93436 -0.94591 -0.44596 -0.21533 0.1781 -0.9643 -0.96408 -0.9559 -0.08503 -0.22709 -0.09437 -0.93029 -0.93457 -0.95981 -0.23069 -0.3212 -0.05512 -0.9266 -0.0856 -0.95432 0.167 -0.9186 -0.20634 -0.9558 -0.0162 -0.94233 -0.91629 -0.9407 -0.92182 -0.96999 -0.9712 -0.96474 -0.96399 -0.95856 -0.94224 -0.92661 -0.96159 -0.94532 -0.96217 -0.97707 -0.91512 -0.91512 -0.95502 -0.89855 -0.9528 -0.94098 -0.91283 -0.94197 -0.9686 -0.96663 -0.95971 -0.94638 -0.92313 -0.96568 -0.92192 -0.95509 -0.9034 -0.95229
"50" 9 "SITTING" 0.24832 -0.02701 -0.07537 0.91632 -0.04142 0.08526 0.077 0.00981 -0.00867 -0.04232 -0.04142 0.08079 -0.09307 -0.04666 -0.05284 -0.89336 -0.89336 -0.96438 -0.90323 -0.97336 -0.95941 -0.91168 -0.8922 -0.10938 -0.12009 -0.13174 -0.96559 -0.958 -0.95752 0.02039 -0.2719 -0.26766 -0.95031 -0.93969 -0.94031 -0.12814 -0.35973 -0.17324 -0.89771 -0.08061 -0.95305 0.09747 -0.93443 -0.19597 -0.96831 0.03153 -0.95722 -0.87514 -0.832 -0.95528 -0.94645 -0.88585 -0.96453 -0.95677 -0.96188 -0.95902 -0.91918 -0.93017 -0.96453 -0.97192 -0.96873 -0.86375 -0.86375 -0.95178 -0.9066 -0.96636 -0.9569 -0.86761 -0.818 -0.96666 -0.95852 -0.96494 -0.96183 -0.91058 -0.93418 -0.86917 -0.94939 -0.90647 -0.96599
"51" 9 "STANDING" 0.28231 -0.02004 -0.09527 0.96132 -0.01038 0.00914 0.076 0.01306 -0.0047 -0.02918 -0.06081 0.09924 -0.09589 -0.04191 -0.05757 -0.94516 -0.94516 -0.96952 -0.92103 -0.96982 -0.97166 -0.94484 -0.94168 -0.10571 -0.00378 0.00016 -0.97131 -0.96262 -0.96712 -0.0235 -0.09818 -0.12806 -0.91697 -0.95451 -0.94151 -0.22285 -0.34895 -0.16576 -0.94633 0.02357 -0.96324 0.20053 -0.92976 -0.17495 -0.96749 0.02436 -0.97574 -0.93863 -0.91929 -0.9891 -0.97257 -0.93224 -0.96997 -0.96384 -0.97058 -0.92199 -0.94604 -0.93988 -0.9491 -0.97503 -0.96972 -0.9361 -0.9361 -0.96376 -0.90829 -0.96528 -0.97757 -0.93879 -0.91389 -0.97127 -0.96823 -0.97258 -0.92473 -0.94195 -0.94494 -0.94026 -0.96359 -0.9109 -0.96477
